Año,Trimestre,Provincia,Accesos/100 hab,Latitud,Longitud
2019,3,La Pampa,"25,52","-37,7429","-64,2856"
2019,3,La Rioja,"12,76","-29,4135","-66,8565"
2019,3,Mendoza,"11,37","-34,5890","-68,3480"
2019,3,Misiones,"10,71","-27,3644","-55,9000"
2019,3,Neuquén,"19,09","-38,9516","-68,0591"
2019,3,Río Negro,"19,51","-40,8135","-67,9665"
2019,3,Salta,"10,77","-24,7821","-65,4232"
2019,3,San Juan,"9,44","-31,5275","-68,5386"
2019,3,San Luis,"24,39","-33,3018","-66,3378"
2019,3,Santa Cruz,"10,60","-48,7834","-69,9335"
2019,3,Santa Fe,"21,66","-31,6333","-60,7000"
2019,3,Santiago Del Estero,"13,73","-27,7834","-64,2642"
2019,3,Tierra Del Fuego,"28,60","-54,8019","-68,3029"
2019,3,Tucumán,"9,78","-26,8241","-65,2226"
2019,2,Buenos Aires,"22,22","-36,6769","-60,5588"
2019,2,Capital Federal,"46,09","-34,6037","-58,3816"
2019,2,Catamarca,"8,17","-28,4696","-65,7795"
2019,2,Chaco,"9,13","-27,4515","-58,9864"
2019,2,Chubut,"14,40","-43,3002","-65,1023"
2019,2,Córdoba,"20,84","-31,4201","-64,1888"
2019,2,Corrientes,"10,05","-27,4806","-58,8341"
2019,2,Entre Ríos,"17,19","-32,0718","-60,5238"
2019,2,Formosa,"7,74","-26,1728","-58,1825"
2019,2,Jujuy,"11,38","-24,1945","-65,2971"
2019,2,La Pampa,"25,40","-37,7429","-64,2856"
2019,2,La Rioja,"12,97","-29,4135","-66,8565"
2019,2,Mendoza,"11,37","-34,5890","-68,3480"
2019,2,Misiones,"10,66","-27,3644","-55,9000"
2019,2,Neuquén,"18,78","-38,9516","-68,0591"
2019,2,Río Negro,"18,79","-40,8135","-67,9665"
2019,2,Salta,"10,15","-24,7821","-65,4232"
2019,2,San Juan,"9,07","-31,5275","-68,5386"
2019,2,San Luis,"23,41","-33,3018","-66,3378"
2019,2,Santa Cruz,"8,58","-48,7834","-69,9335"
2019,2,Santa Fe,"21,20","-31,6333","-60,7000"
2019,2,Santiago Del Estero,"13,10","-27,7834","-64,2642"
2019,2,Tierra Del Fuego,"28,11","-54,8019","-68,3029"
2019,2,Tucumán,"9,94","-26,8241","-65,2226"
2019,1,Buenos Aires,"21,64","-36,6769","-60,5588"
2019,1,Capital Federal,"45,58","-34,6037","-58,3816"
2019,1,Catamarca,"8,19","-28,4696","-65,7795"
2019,1,Chaco,"8,72","-27,4515","-58,9864"
2019,1,Chubut,"13,18","-43,3002","-65,1023"
2019,1,Córdoba,"20,06","-31,4201","-64,1888"
2019,1,Corrientes,"9,25","-27,4806","-58,8341"
2019,1,Entre Ríos,"16,98","-32,0718","-60,5238"
2019,1,Formosa,"7,55","-26,1728","-58,1825"
2019,1,Jujuy,"11,87","-24,1945","-65,2971"
2019,1,La Pampa,"25,16","-37,7429","-64,2856"
2019,1,La Rioja,"13,36","-29,4135","-66,8565"
2019,1,Mendoza,"10,51","-34,5890","-68,3480"
2019,1,Misiones,"9,88","-27,3644","-55,9000"
2019,1,Neuquén,"17,53","-38,9516","-68,0591"
2019,1,Río Negro,"16,48","-40,8135","-67,9665"
2019,1,Salta,"9,71","-24,7821","-65,4232"
2019,1,San Juan,"8,11","-31,5275","-68,5386"
2019,1,San Luis,"19,27","-33,3018","-66,3378"
2019,1,Santa Cruz,"7,04","-48,7834","-69,9335"
2019,1,Santa Fe,"21,06","-31,6333","-60,7000"
2019,1,Santiago Del Estero,"9,31","-27,7834","-64,2642"
2019,1,Tierra Del Fuego,"27,68","-54,8019","-68,3029"
2019,1,Tucumán,"10,31","-26,8241","-65,2226"
2018,4,Buenos Aires,"21,06","-36,6769","-60,5588"
2018,4,Capital Federal,"45,25","-34,6037","-58,3816"
2018,4,Catamarca,"8,20","-28,4696","-65,7795"
2018,4,Chaco,"8,71","-27,4515","-58,9864"
2018,4,Chubut,"13,06","-43,3002","-65,1023"
2018,4,Córdoba,"19,93","-31,4201","-64,1888"
2018,4,Corrientes,"9,10","-27,4806","-58,8341"
2018,4,Entre Ríos,"16,26","-32,0718","-60,5238"
2018,4,Formosa,"7,57","-26,1728","-58,1825"
2018,4,Jujuy,"11,90","-24,1945","-65,2971"
2018,4,La Pampa,"24,22","-37,7429","-64,2856"
2018,4,La Rioja,"13,40","-29,4135","-66,8565"
2018,4,Mendoza,"10,54","-34,5890","-68,3480"
2018,4,Misiones,"9,38","-27,3644","-55,9000"
2018,4,Neuquén,"17,58","-38,9516","-68,0591"
2018,4,Río Negro,"15,95","-40,8135","-67,9665"
2018,4,Salta,"9,64","-24,7821","-65,4232"
2018,4,San Juan,"8,13","-31,5275","-68,5386"
2018,4,San Luis,"19,33","-33,3018","-66,3378"
2018,4,Santa Cruz,"7,05","-48,7834","-69,9335"
2018,4,Santa Fe,"20,62","-31,6333","-60,7000"
2018,4,Santiago Del Estero,"9,28","-27,7834","-64,2642"
2018,4,Tierra Del Fuego,"27,75","-54,8019","-68,3029"
2018,4,Tucumán,"10,34","-26,8241","-65,2226"
2018,3,Buenos Aires,"20,96","-36,6769","-60,5588"
2018,3,Capital Federal,"45,38","-34,6037","-58,3816"
2018,3,Catamarca,"8,37","-28,4696","-65,7795"
2018,3,Chaco,"8,63","-27,4515","-58,9864"
2018,3,Chubut,"17,29","-43,3002","-65,1023"
2018,3,Córdoba,"19,67","-31,4201","-64,1888"
2018,3,Corrientes,"9,02","-27,4806","-58,8341"
2018,3,Entre Ríos,"15,02","-32,0718","-60,5238"
2018,3,Formosa,"7,53","-26,1728","-58,1825"
2018,3,Jujuy,"5,95","-24,1945","-65,2971"
2018,3,La Pampa,"23,64","-37,7429","-64,2856"
2018,3,La Rioja,"13,51","-29,4135","-66,8565"
2018,3,Mendoza,"10,60","-34,5890","-68,3480"
2018,3,Misiones,"8,74","-27,3644","-55,9000"
2018,3,Neuquén,"18,01","-38,9516","-68,0591"
2018,3,Río Negro,"15,55","-40,8135","-67,9665"
2018,3,Salta,"9,55","-24,7821","-65,4232"
2018,3,San Juan,"8,42","-31,5275","-68,5386"
2018,3,San Luis,"14,98","-33,3018","-66,3378"
2018,3,Santa Cruz,"9,74","-48,7834","-69,9335"
2018,3,Santa Fe,"19,94","-31,6333","-60,7000"
2018,3,Santiago Del Estero,"9,00","-27,7834","-64,2642"
2018,3,Tierra Del Fuego,"27,51","-54,8019","-68,3029"
2018,3,Tucumán,"10,33","-26,8241","-65,2226"
2018,2,Buenos Aires,"20,37","-36,6769","-60,5588"
2018,2,Capital Federal,"44,63","-34,6037","-58,3816"
2018,2,Catamarca,"8,36","-28,4696","-65,7795"
2018,2,Chaco,"8,35","-27,4515","-58,9864"
2018,2,Chubut,"16,83","-43,3002","-65,1023"
2018,2,Córdoba,"19,37","-31,4201","-64,1888"
2018,2,Corrientes,"8,90","-27,4806","-58,8341"
2018,2,Entre Ríos,"14,71","-32,0718","-60,5238"
2018,2,Formosa,"7,49","-26,1728","-58,1825"
2018,2,Jujuy,"5,99","-24,1945","-65,2971"
2018,2,La Pampa,"23,41","-37,7429","-64,2856"
2018,2,La Rioja,"13,57","-29,4135","-66,8565"
2018,2,Mendoza,"10,32","-34,5890","-68,3480"
2018,2,Misiones,"8,62","-27,3644","-55,9000"
2018,2,Neuquén,"17,93","-38,9516","-68,0591"
2018,2,Río Negro,"15,43","-40,8135","-67,9665"
2018,2,Salta,"9,67","-24,7821","-65,4232"
2018,2,San Juan,"8,39","-31,5275","-68,5386"
2018,2,San Luis,"4,34","-33,3018","-66,3378"
2018,2,Santa Cruz,"9,92","-48,7834","-69,9335"
2018,2,Santa Fe,"19,68","-31,6333","-60,7000"
2018,2,Santiago Del Estero,"8,75","-27,7834","-64,2642"
2018,2,Tierra Del Fuego,"27,16","-54,8019","-68,3029"
2018,2,Tucumán,"10,28","-26,8241","-65,2226"
2018,1,Buenos Aires,"20,28","-36,6769","-60,5588"
2018,1,Capital Federal,"44,56","-34,6037","-58,3816"
2018,1,Catamarca,"8,34","-28,4696","-65,7795"
2018,1,Chaco,"8,24","-27,4515","-58,9864"
2018,1,Chubut,"16,47","-43,3002","-65,1023"
2018,1,Córdoba,"19,45","-31,4201","-64,1888"
2018,1,Corrientes,"8,60","-27,4806","-58,8341"
2018,1,Entre Ríos,"14,56","-32,0718","-60,5238"
2018,1,Formosa,"5,45","-26,1728","-58,1825"
2018,1,Jujuy,"5,91","-24,1945","-65,2971"
2018,1,La Pampa,"23,64","-37,7429","-64,2856"
2018,1,La Rioja,"13,69","-29,4135","-66,8565"
2018,1,Mendoza,"10,35","-34,5890","-68,3480"
2018,1,Misiones,"8,43","-27,3644","-55,9000"
2018,1,Neuquén,"18,31","-38,9516","-68,0591"
2018,1,Río Negro,"15,32","-40,8135","-67,9665"
2018,1,Salta,"9,63","-24,7821","-65,4232"
2018,1,San Juan,"8,31","-31,5275","-68,5386"
2018,1,San Luis,"4,34","-33,3018","-66,3378"
2018,1,Santa Cruz,"9,98","-48,7834","-69,9335"
2018,1,Santa Fe,"19,58","-31,6333","-60,7000"
2018,1,Santiago Del Estero,"8,68","-27,7834","-64,2642"
2018,1,Tierra Del Fuego,"19,33","-54,8019","-68,3029"
2018,1,Tucumán,"10,20","-26,8241","-65,2226"
2017,4,Buenos Aires,"18,61","-36,6769","-60,5588"
2017,4,Capital Federal,"51,62","-34,6037","-58,3816"
2017,4,Catamarca,"7,28","-28,4696","-65,7795"
2017,4,Chaco,"8,23","-27,4515","-58,9864"
2017,4,Chubut,"15,78","-43,3002","-65,1023"
2017,4,Córdoba,"19,39","-31,4201","-64,1888"
2017,4,Corrientes,"8,56","-27,4806","-58,8341"
2017,4,Entre Ríos,"14,32","-32,0718","-60,5238"
2017,4,Formosa,"5,41","-26,1728","-58,1825"
2017,4,Jujuy,"5,82","-24,1945","-65,2971"
2017,4,La Pampa,"23,41","-37,7429","-64,2856"
2017,4,La Rioja,"13,73","-29,4135","-66,8565"
2017,4,Mendoza,"9,30","-34,5890","-68,3480"
2017,4,Misiones,"8,48","-27,3644","-55,9000"
2017,4,Neuquén,"18,23","-38,9516","-68,0591"
2017,4,Río Negro,"15,19","-40,8135","-67,9665"
2017,4,Salta,"9,64","-24,7821","-65,4232"
2017,4,San Juan,"7,72","-31,5275","-68,5386"
2017,4,San Luis,"3,03","-33,3018","-66,3378"
2017,4,Santa Cruz,"8,60","-48,7834","-69,9335"
2017,4,Santa Fe,"19,41","-31,6333","-60,7000"
2017,4,Santiago Del Estero,"7,23","-27,7834","-64,2642"
2017,4,Tierra Del Fuego,"17,76","-54,8019","-68,3029"
2017,4,Tucumán,"9,88","-26,8241","-65,2226"
2017,3,Buenos Aires,"17,94","-36,6769","-60,5588"
2017,3,Capital Federal,"51,24","-34,6037","-58,3816"
2017,3,Catamarca,"8,27","-28,4696","-65,7795"
2017,3,Chaco,"8,01","-27,4515","-58,9864"
2017,3,Chubut,"14,17","-43,3002","-65,1023"
2017,3,Córdoba,"19,08","-31,4201","-64,1888"
2017,3,Corrientes,"8,47","-27,4806","-58,8341"
2017,3,Entre Ríos,"13,74","-32,0718","-60,5238"
2017,3,Formosa,"5,43","-26,1728","-58,1825"
2017,3,Jujuy,"5,79","-24,1945","-65,2971"
2017,3,La Pampa,"22,78","-37,7429","-64,2856"
2017,3,La Rioja,"13,70","-29,4135","-66,8565"
2017,3,Mendoza,"9,96","-34,5890","-68,3480"
2017,3,Misiones,"8,23","-27,3644","-55,9000"
2017,3,Neuquén,"18,11","-38,9516","-68,0591"
2017,3,Río Negro,"14,92","-40,8135","-67,9665"
2017,3,Salta,"9,65","-24,7821","-65,4232"
2017,3,San Juan,"8,25","-31,5275","-68,5386"
2017,3,San Luis,"4,43","-33,3018","-66,3378"
2017,3,Santa Cruz,"9,91","-48,7834","-69,9335"
2017,3,Santa Fe,"19,15","-31,6333","-60,7000"
2017,3,Santiago Del Estero,"8,72","-27,7834","-64,2642"
2017,3,Tierra Del Fuego,"19,49","-54,8019","-68,3029"
2017,3,Tucumán,"9,83","-26,8241","-65,2226"
2017,2,Buenos Aires,"18,10","-36,6769","-60,5588"
2017,2,Capital Federal,"52,24","-34,6037","-58,3816"
2017,2,Catamarca,"6,61","-28,4696","-65,7795"
2017,2,Chaco,"7,76","-27,4515","-58,9864"
2017,2,Chubut,"10,90","-43,3002","-65,1023"
2017,2,Córdoba,"18,06","-31,4201","-64,1888"
2017,2,Corrientes,"8,27","-27,4806","-58,8341"
2017,2,Entre Ríos,"13,57","-32,0718","-60,5238"
2017,2,Formosa,"5,08","-26,1728","-58,1825"
2017,2,Jujuy,"5,73","-24,1945","-65,2971"
2017,2,La Pampa,"20,92","-37,7429","-64,2856"
2017,2,La Rioja,"4,31","-29,4135","-66,8565"
2017,2,Mendoza,"8,86","-34,5890","-68,3480"
2017,2,Misiones,"8,20","-27,3644","-55,9000"
2017,2,Neuquén,"18,43","-38,9516","-68,0591"
2017,2,Río Negro,"14,16","-40,8135","-67,9665"
2017,2,Salta,"7,93","-24,7821","-65,4232"
2017,2,San Juan,"6,87","-31,5275","-68,5386"
2017,2,San Luis,"2,72","-33,3018","-66,3378"
2017,2,Santa Cruz,"7,81","-48,7834","-69,9335"
2017,2,Santa Fe,"16,44","-31,6333","-60,7000"
2017,2,Santiago Del Estero,"3,50","-27,7834","-64,2642"
2017,2,Tierra Del Fuego,"20,30","-54,8019","-68,3029"
2017,2,Tucumán,"9,46","-26,8241","-65,2226"
2017,1,Buenos Aires,"18,80","-36,6769","-60,5588"
2017,1,Capital Federal,"45,69","-34,6037","-58,3816"
2017,1,Catamarca,"6,53","-28,4696","-65,7795"
2017,1,Chaco,"7,65","-27,4515","-58,9864"
2017,1,Chubut,"10,93","-43,3002","-65,1023"
2017,1,Córdoba,"17,65","-31,4201","-64,1888"
2017,1,Corrientes,"8,15","-27,4806","-58,8341"
2017,1,Entre Ríos,"13,43","-32,0718","-60,5238"
2017,1,Formosa,"5,05","-26,1728","-58,1825"
2017,1,Jujuy,"5,82","-24,1945","-65,2971"
2017,1,La Pampa,"20,65","-37,7429","-64,2856"
2017,1,La Rioja,"4,31","-29,4135","-66,8565"
2017,1,Mendoza,"8,89","-34,5890","-68,3480"
2017,1,Misiones,"8,04","-27,3644","-55,9000"
2017,1,Neuquén,"18,17","-38,9516","-68,0591"
2017,1,Río Negro,"14,16","-40,8135","-67,9665"
2017,1,Salta,"7,89","-24,7821","-65,4232"
2017,1,San Juan,"6,89","-31,5275","-68,5386"
2017,1,San Luis,"2,73","-33,3018","-66,3378"
2017,1,Santa Cruz,"7,89","-48,7834","-69,9335"
2017,1,Santa Fe,"16,34","-31,6333","-60,7000"
2017,1,Santiago Del Estero,"3,65","-27,7834","-64,2642"
2017,1,Tierra Del Fuego,"20,44","-54,8019","-68,3029"
2017,1,Tucumán,"9,39","-26,8241","-65,2226"
2016,4,Buenos Aires,"18,58","-36,6769","-60,5588"
2016,4,Capital Federal,"45,78","-34,6037","-58,3816"
2016,4,Catamarca,"6,72","-28,4696","-65,7795"
2016,4,Chaco,"7,65","-27,4515","-58,9864"
2016,4,Chubut,"10,96","-43,3002","-65,1023"
2016,4,Córdoba,"17,57","-31,4201","-64,1888"
2016,4,Corrientes,"8,12","-27,4806","-58,8341"
2016,4,Entre Ríos,"13,45","-32,0718","-60,5238"
2016,4,Formosa,"5,03","-26,1728","-58,1825"
2016,4,Jujuy,"5,76","-24,1945","-65,2971"
2016,4,La Pampa,"20,67","-37,7429","-64,2856"
2016,4,La Rioja,"4,35","-29,4135","-66,8565"
2016,4,Mendoza,"8,91","-34,5890","-68,3480"
2016,4,Misiones,"8,05","-27,3644","-55,9000"
2016,4,Neuquén,"17,99","-38,9516","-68,0591"
2016,4,Río Negro,"14,17","-40,8135","-67,9665"
2016,4,Salta,"7,87","-24,7821","-65,4232"
2016,4,San Juan,"6,91","-31,5275","-68,5386"
2016,4,San Luis,"2,74","-33,3018","-66,3378"
2016,4,Santa Cruz,"7,94","-48,7834","-69,9335"
2016,4,Santa Fe,"16,35","-31,6333","-60,7000"
2016,4,Santiago Del Estero,"3,72","-27,7834","-64,2642"
2016,4,Tierra Del Fuego,"20,57","-54,8019","-68,3029"
2016,4,Tucumán,"9,35","-26,8241","-65,2226"
2016,3,Buenos Aires,"18,30","-36,6769","-60,5588"
2016,3,Capital Federal,"45,85","-34,6037","-58,3816"
2016,3,Catamarca,"6,72","-28,4696","-65,7795"
2016,3,Chaco,"7,71","-27,4515","-58,9864"
2016,3,Chubut,"11,04","-43,3002","-65,1023"
2016,3,Córdoba,"17,79","-31,4201","-64,1888"
2016,3,Corrientes,"8,16","-27,4806","-58,8341"
2016,3,Entre Ríos,"13,55","-32,0718","-60,5238"
2016,3,Formosa,"4,73","-26,1728","-58,1825"
2016,3,Jujuy,"5,76","-24,1945","-65,2971"
2016,3,La Pampa,"20,29","-37,7429","-64,2856"
2016,3,La Rioja,"4,53","-29,4135","-66,8565"
2016,3,Mendoza,"8,93","-34,5890","-68,3480"
2016,3,Misiones,"8,12","-27,3644","-55,9000"
2016,3,Neuquén,"17,86","-38,9516","-68,0591"
2016,3,Río Negro,"14,22","-40,8135","-67,9665"
2016,3,Salta,"7,96","-24,7821","-65,4232"
2016,3,San Juan,"6,94","-31,5275","-68,5386"
2016,3,San Luis,"2,75","-33,3018","-66,3378"
2016,3,Santa Cruz,"7,93","-48,7834","-69,9335"
2016,3,Santa Fe,"16,53","-31,6333","-60,7000"
2016,3,Santiago Del Estero,"3,79","-27,7834","-64,2642"
2016,3,Tierra Del Fuego,"20,31","-54,8019","-68,3029"
2016,3,Tucumán,"9,36","-26,8241","-65,2226"
2016,2,Buenos Aires,"18,10","-36,6769","-60,5588"
2016,2,Capital Federal,"45,59","-34,6037","-58,3816"
2016,2,Catamarca,"6,63","-28,4696","-65,7795"
2016,2,Chaco,"7,64","-27,4515","-58,9864"
2016,2,Chubut,"11,07","-43,3002","-65,1023"
2016,2,Córdoba,"17,62","-31,4201","-64,1888"
2016,2,Corrientes,"8,05","-27,4806","-58,8341"
2016,2,Entre Ríos,"13,38","-32,0718","-60,5238"
2016,2,Formosa,"4,93","-26,1728","-58,1825"
2016,2,Jujuy,"5,60","-24,1945","-65,2971"
2016,2,La Pampa,"19,91","-37,7429","-64,2856"
2016,2,La Rioja,"4,49","-29,4135","-66,8565"
2016,2,Mendoza,"8,97","-34,5890","-68,3480"
2016,2,Misiones,"7,96","-27,3644","-55,9000"
2016,2,Neuquén,"17,59","-38,9516","-68,0591"
2016,2,Río Negro,"14,22","-40,8135","-67,9665"
2016,2,Salta,"7,77","-24,7821","-65,4232"
2016,2,San Juan,"6,96","-31,5275","-68,5386"
2016,2,San Luis,"2,75","-33,3018","-66,3378"
2016,2,Santa Cruz,"7,96","-48,7834","-69,9335"
2016,2,Santa Fe,"16,49","-31,6333","-60,7000"
2016,2,Santiago Del Estero,"3,94","-27,7834","-64,2642"
2016,2,Tierra Del Fuego,"20,08","-54,8019","-68,3029"
2016,2,Tucumán,"9,22","-26,8241","-65,2226"
2016,1,Buenos Aires,"17,54","-36,6769","-60,5588"
2016,1,Capital Federal,"43,76","-34,6037","-58,3816"
2016,1,Catamarca,"6,61","-28,4696","-65,7795"
2016,1,Chaco,"7,52","-27,4515","-58,9864"
2016,1,Chubut,"11,12","-43,3002","-65,1023"
2016,1,Córdoba,"16,97","-31,4201","-64,1888"
2016,1,Corrientes,"7,94","-27,4806","-58,8341"
2016,1,Entre Ríos,"13,14","-32,0718","-60,5238"
2016,1,Formosa,"4,86","-26,1728","-58,1825"
2016,1,Jujuy,"5,49","-24,1945","-65,2971"
2016,1,La Pampa,"19,10","-37,7429","-64,2856"
2016,1,La Rioja,"4,50","-29,4135","-66,8565"
2016,1,Mendoza,"8,99","-34,5890","-68,3480"
2016,1,Misiones,"7,75","-27,3644","-55,9000"
2016,1,Neuquén,"16,66","-38,9516","-68,0591"
2016,1,Río Negro,"14,15","-40,8135","-67,9665"
2016,1,Salta,"7,61","-24,7821","-65,4232"
2016,1,San Juan,"6,98","-31,5275","-68,5386"
2016,1,San Luis,"2,75","-33,3018","-66,3378"
2016,1,Santa Cruz,"8,05","-48,7834","-69,9335"
2016,1,Santa Fe,"16,16","-31,6333","-60,7000"
2016,1,Santiago Del Estero,"4,03","-27,7834","-64,2642"
2016,1,Tierra Del Fuego,"19,65","-54,8019","-68,3029"
2016,1,Tucumán,"9,13","-26,8241","-65,2226"
2015,4,Buenos Aires,"17,68","-36,6769","-60,5588"
2015,4,Capital Federal,"44,83","-34,6037","-58,3816"
2015,4,Catamarca,"6,64","-28,4696","-65,7795"
2015,4,Chaco,"7,54","-27,4515","-58,9864"
2015,4,Chubut,"11,21","-43,3002","-65,1023"
2015,4,Córdoba,"17,47","-31,4201","-64,1888"
2015,4,Corrientes,"7,95","-27,4806","-58,8341"
2015,4,Entre Ríos,"13,12","-32,0718","-60,5238"
2015,4,Formosa,"4,83","-26,1728","-58,1825"
2015,4,Jujuy,"5,46","-24,1945","-65,2971"
2015,4,La Pampa,"19,27","-37,7429","-64,2856"
2015,4,La Rioja,"4,58","-29,4135","-66,8565"
2015,4,Mendoza,"9,02","-34,5890","-68,3480"
2015,4,Misiones,"7,77","-27,3644","-55,9000"
2015,4,Neuquén,"17,23","-38,9516","-68,0591"
2015,4,Río Negro,"14,19","-40,8135","-67,9665"
2015,4,Salta,"7,60","-24,7821","-65,4232"
2015,4,San Juan,"7,01","-31,5275","-68,5386"
2015,4,San Luis,"2,76","-33,3018","-66,3378"
2015,4,Santa Cruz,"8,14","-48,7834","-69,9335"
2015,4,Santa Fe,"16,47","-31,6333","-60,7000"
2015,4,Santiago Del Estero,"4,20","-27,7834","-64,2642"
2015,4,Tierra Del Fuego,"19,44","-54,8019","-68,3029"
2015,4,Tucumán,"9,12","-26,8241","-65,2226"
2015,3,Buenos Aires,"17,55","-36,6769","-60,5588"
2015,3,Capital Federal,"44,91","-34,6037","-58,3816"
2015,3,Catamarca,"6,56","-28,4696","-65,7795"
2015,3,Chaco,"7,45","-27,4515","-58,9864"
2015,3,Chubut,"11,23","-43,3002","-65,1023"
2015,3,Córdoba,"17,43","-31,4201","-64,1888"
2015,3,Corrientes,"7,93","-27,4806","-58,8341"
2015,3,Entre Ríos,"13,03","-32,0718","-60,5238"
2015,3,Formosa,"4,78","-26,1728","-58,1825"
2015,3,Jujuy,"5,42","-24,1945","-65,2971"
2015,3,La Pampa,"19,06","-37,7429","-64,2856"
2015,3,La Rioja,"4,55","-29,4135","-66,8565"
2015,3,Mendoza,"9,04","-34,5890","-68,3480"
2015,3,Misiones,"7,69","-27,3644","-55,9000"
2015,3,Neuquén,"16,20","-38,9516","-68,0591"
2015,3,Río Negro,"14,22","-40,8135","-67,9665"
2015,3,Salta,"7,53","-24,7821","-65,4232"
2015,3,San Juan,"7,03","-31,5275","-68,5386"
2015,3,San Luis,"2,77","-33,3018","-66,3378"
2015,3,Santa Cruz,"8,16","-48,7834","-69,9335"
2015,3,Santa Fe,"16,36","-31,6333","-60,7000"
2015,3,Santiago Del Estero,"4,24","-27,7834","-64,2642"
2015,3,Tierra Del Fuego,"22,05","-54,8019","-68,3029"
2015,3,Tucumán,"9,04","-26,8241","-65,2226"
2015,2,Buenos Aires,"17,33","-36,6769","-60,5588"
2015,2,Capital Federal,"44,08","-34,6037","-58,3816"
2015,2,Catamarca,"6,48","-28,4696","-65,7795"
2015,2,Chaco,"7,34","-27,4515","-58,9864"
2015,2,Chubut,"11,22","-43,3002","-65,1023"
2015,2,Córdoba,"17,11","-31,4201","-64,1888"
2015,2,Corrientes,"7,79","-27,4806","-58,8341"
2015,2,Entre Ríos,"12,84","-32,0718","-60,5238"
2015,2,Formosa,"4,67","-26,1728","-58,1825"
2015,2,Jujuy,"5,19","-24,1945","-65,2971"
2015,2,La Pampa,"18,69","-37,7429","-64,2856"
2015,2,La Rioja,"4,49","-29,4135","-66,8565"
2015,2,Mendoza,"9,07","-34,5890","-68,3480"
2015,2,Misiones,"7,45","-27,3644","-55,9000"
2015,2,Neuquén,"15,81","-38,9516","-68,0591"
2015,2,Río Negro,"14,14","-40,8135","-67,9665"
2015,2,Salta,"7,38","-24,7821","-65,4232"
2015,2,San Juan,"7,04","-31,5275","-68,5386"
2015,2,San Luis,"2,78","-33,3018","-66,3378"
2015,2,Santa Cruz,"8,06","-48,7834","-69,9335"
2015,2,Santa Fe,"16,09","-31,6333","-60,7000"
2015,2,Santiago Del Estero,"4,25","-27,7834","-64,2642"
2015,2,Tierra Del Fuego,"22,10","-54,8019","-68,3029"
2015,2,Tucumán,"8,84","-26,8241","-65,2226"
2015,1,Buenos Aires,"17,24","-36,6769","-60,5588"
2015,1,Capital Federal,"43,66","-34,6037","-58,3816"
2015,1,Catamarca,"6,40","-28,4696","-65,7795"
2015,1,Chaco,"7,14","-27,4515","-58,9864"
2015,1,Chubut,"11,59","-43,3002","-65,1023"
2015,1,Córdoba,"16,79","-31,4201","-64,1888"
2015,1,Corrientes,"7,64","-27,4806","-58,8341"
2015,1,Entre Ríos,"12,61","-32,0718","-60,5238"
2015,1,Formosa,"4,62","-26,1728","-58,1825"
2015,1,Jujuy,"5,05","-24,1945","-65,2971"
2015,1,La Pampa,"18,33","-37,7429","-64,2856"
2015,1,La Rioja,"4,46","-29,4135","-66,8565"
2015,1,Mendoza,"9,06","-34,5890","-68,3480"
2015,1,Misiones,"7,19","-27,3644","-55,9000"
2015,1,Neuquén,"15,53","-38,9516","-68,0591"
2015,1,Río Negro,"13,99","-40,8135","-67,9665"
2015,1,Salta,"7,29","-24,7821","-65,4232"
2015,1,San Juan,"7,04","-31,5275","-68,5386"
2015,1,San Luis,"2,79","-33,3018","-66,3378"
2015,1,Santa Cruz,"8,39","-48,7834","-69,9335"
2015,1,Santa Fe,"15,83","-31,6333","-60,7000"
2015,1,Santiago Del Estero,"4,24","-27,7834","-64,2642"
2015,1,Tierra Del Fuego,"22,17","-54,8019","-68,3029"
2015,1,Tucumán,"8,72","-26,8241","-65,2226"
2014,4,Buenos Aires,"17,01","-36,6769","-60,5588"
2014,4,Capital Federal,"43,60","-34,6037","-58,3816"
2014,4,Catamarca,"6,46","-28,4696","-65,7795"
2014,4,Chaco,"5,81","-27,4515","-58,9864"
2014,4,Chubut,"12,22","-43,3002","-65,1023"
2014,4,Córdoba,"16,66","-31,4201","-64,1888"
2014,4,Corrientes,"6,17","-27,4806","-58,8341"
2014,4,Entre Ríos,"10,72","-32,0718","-60,5238"
2014,4,Formosa,"4,55","-26,1728","-58,1825"
2014,4,Jujuy,"4,98","-24,1945","-65,2971"
2014,4,La Pampa,"16,82","-37,7429","-64,2856"
2014,4,La Rioja,"4,50","-29,4135","-66,8565"
2014,4,Mendoza,"9,06","-34,5890","-68,3480"
2014,4,Misiones,"6,54","-27,3644","-55,9000"
2014,4,Neuquén,"15,53","-38,9516","-68,0591"
2014,4,Río Negro,"13,89","-40,8135","-67,9665"
2014,4,Salta,"7,10","-24,7821","-65,4232"
2014,4,San Juan,"7,10","-31,5275","-68,5386"
2014,4,San Luis,"2,78","-33,3018","-66,3378"
2014,4,Santa Cruz,"8,16","-48,7834","-69,9335"
2014,4,Santa Fe,"15,66","-31,6333","-60,7000"
2014,4,Santiago Del Estero,"4,26","-27,7834","-64,2642"
2014,4,Tierra Del Fuego,"19,34","-54,8019","-68,3029"
2014,4,Tucumán,"8,69","-26,8241","-65,2226"
2014,3,Buenos Aires,"17,26","-36,6769","-60,5588"
2014,3,Capital Federal,"43,21","-34,6037","-58,3816"
2014,3,Catamarca,"6,27","-28,4696","-65,7795"
2014,3,Chaco,"5,63","-27,4515","-58,9864"
2014,3,Chubut,"12,39","-43,3002","-65,1023"
