Año,Trimestre,Provincia,Accesos por cada 100 hogares,Latitud,Longitud
2019,3,Río Negro,"63,42","-40,8135","-67,9665"
2019,3,Salta,"44,48","-24,7821","-65,4232"
2019,3,San Juan,"37,06","-31,5275","-68,5386"
2019,3,San Luis,"85,23","-33,3018","-66,3378"
2019,3,Santa Cruz,"35,63","-48,7834","-69,9335"
2019,3,Santa Fe,"68,87","-31,6333","-60,7000"
2019,3,Santiago Del Estero,"55,30","-27,7834","-64,2642"
2019,3,Tierra Del Fuego,"96,46","-54,8019","-68,3029"
2019,3,Tucumán,"39,49","-26,8241","-65,2226"
2019,2,Buenos Aires,"67,85","-36,6769","-60,5588"
2019,2,Capital Federal,"110,55","-34,6037","-58,3816"
2019,2,Catamarca,"32,13","-28,4696","-65,7795"
2019,2,Chaco,"34,14","-27,4515","-58,9864"
2019,2,Chubut,"46,99","-43,3002","-65,1023"
2019,2,Córdoba,"68,07","-31,4201","-64,1888"
2019,2,Corrientes,"38,16","-27,4806","-58,8341"
2019,2,Entre Ríos,"57,48","-32,0718","-60,5238"
2019,2,Formosa,"30,42","-26,1728","-58,1825"
2019,2,Jujuy,"44,51","-24,1945","-65,2971"
2019,2,La Pampa,"77,08","-37,7429","-64,2856"
2019,2,La Rioja,"48,70","-29,4135","-66,8565"
2019,2,Mendoza,"40,75","-34,5890","-68,3480"
2019,2,Misiones,"39,15","-27,3644","-55,9000"
2019,2,Neuquén,"63,08","-38,9516","-68,0591"
2019,2,Río Negro,"61,09","-40,8135","-67,9665"
2019,2,Salta,"41,89","-24,7821","-65,4232"
2019,2,San Juan,"35,60","-31,5275","-68,5386"
2019,2,San Luis,"81,79","-33,3018","-66,3378"
2019,2,Santa Cruz,"28,85","-48,7834","-69,9335"
2019,2,Santa Fe,"67,42","-31,6333","-60,7000"
2019,2,Santiago Del Estero,"52,79","-27,7834","-64,2642"
2019,2,Tierra Del Fuego,"94,80","-54,8019","-68,3029"
2019,2,Tucumán,"40,14","-26,8241","-65,2226"
2019,1,Buenos Aires,"66,24","-36,6769","-60,5588"
2019,1,Capital Federal,"109,20","-34,6037","-58,3816"
2019,1,Catamarca,"32,19","-28,4696","-65,7795"
2019,1,Chaco,"32,64","-27,4515","-58,9864"
2019,1,Chubut,"43,00","-43,3002","-65,1023"
2019,1,Córdoba,"65,52","-31,4201","-64,1888"
2019,1,Corrientes,"35,13","-27,4806","-58,8341"
2019,1,Entre Ríos,"56,79","-32,0718","-60,5238"
2019,1,Formosa,"29,68","-26,1728","-58,1825"
2019,1,Jujuy,"46,41","-24,1945","-65,2971"
2019,1,La Pampa,"76,35","-37,7429","-64,2856"
2019,1,La Rioja,"50,18","-29,4135","-66,8565"
2019,1,Mendoza,"37,66","-34,5890","-68,3480"
2019,1,Misiones,"36,26","-27,3644","-55,9000"
2019,1,Neuquén,"58,88","-38,9516","-68,0591"
2019,1,Río Negro,"53,57","-40,8135","-67,9665"
2019,1,Salta,"40,10","-24,7821","-65,4232"
2019,1,San Juan,"31,83","-31,5275","-68,5386"
2019,1,San Luis,"67,34","-33,3018","-66,3378"
2019,1,Santa Cruz,"23,67","-48,7834","-69,9335"
2019,1,Santa Fe,"66,97","-31,6333","-60,7000"
2019,1,Santiago Del Estero,"37,52","-27,7834","-64,2642"
2019,1,Tierra Del Fuego,"93,38","-54,8019","-68,3029"
2019,1,Tucumán,"41,63","-26,8241","-65,2226"
2018,4,Buenos Aires,"64,60","-36,6769","-60,5588"
2018,4,Capital Federal,"108,27","-34,6037","-58,3816"
2018,4,Catamarca,"32,23","-28,4696","-65,7795"
2018,4,Chaco,"32,59","-27,4515","-58,9864"
2018,4,Chubut,"42,61","-43,3002","-65,1023"
2018,4,Córdoba,"65,09","-31,4201","-64,1888"
2018,4,Corrientes,"34,57","-27,4806","-58,8341"
2018,4,Entre Ríos,"54,37","-32,0718","-60,5238"
2018,4,Formosa,"29,74","-26,1728","-58,1825"
2018,4,Jujuy,"46,53","-24,1945","-65,2971"
2018,4,La Pampa,"73,49","-37,7429","-64,2856"
2018,4,La Rioja,"50,35","-29,4135","-66,8565"
2018,4,Mendoza,"37,76","-34,5890","-68,3480"
2018,4,Misiones,"34,45","-27,3644","-55,9000"
2018,4,Neuquén,"59,07","-38,9516","-68,0591"
2018,4,Río Negro,"51,86","-40,8135","-67,9665"
2018,4,Salta,"39,80","-24,7821","-65,4232"
2018,4,San Juan,"31,90","-31,5275","-68,5386"
2018,4,San Luis,"67,55","-33,3018","-66,3378"
2018,4,Santa Cruz,"23,69","-48,7834","-69,9335"
2018,4,Santa Fe,"65,59","-31,6333","-60,7000"
2018,4,Santiago Del Estero,"37,40","-27,7834","-64,2642"
2018,4,Tierra Del Fuego,"93,59","-54,8019","-68,3029"
2018,4,Tucumán,"41,76","-26,8241","-65,2226"
2018,3,Buenos Aires,"64,44","-36,6769","-60,5588"
2018,3,Capital Federal,"108,45","-34,6037","-58,3816"
2018,3,Catamarca,"32,92","-28,4696","-65,7795"
2018,3,Chaco,"32,28","-27,4515","-58,9864"
2018,3,Chubut,"56,39","-43,3002","-65,1023"
2018,3,Córdoba,"64,24","-31,4201","-64,1888"
2018,3,Corrientes,"34,25","-27,4806","-58,8341"
2018,3,Entre Ríos,"50,22","-32,0718","-60,5238"
2018,3,Formosa,"29,58","-26,1728","-58,1825"
2018,3,Jujuy,"23,26","-24,1945","-65,2971"
2018,3,La Pampa,"71,75","-37,7429","-64,2856"
2018,3,La Rioja,"50,73","-29,4135","-66,8565"
2018,3,Mendoza,"37,99","-34,5890","-68,3480"
2018,3,Misiones,"32,10","-27,3644","-55,9000"
2018,3,Neuquén,"60,49","-38,9516","-68,0591"
2018,3,Río Negro,"50,54","-40,8135","-67,9665"
2018,3,Salta,"39,43","-24,7821","-65,4232"
2018,3,San Juan,"33,05","-31,5275","-68,5386"
2018,3,San Luis,"52,35","-33,3018","-66,3378"
2018,3,Santa Cruz,"32,73","-48,7834","-69,9335"
2018,3,Santa Fe,"63,41","-31,6333","-60,7000"
2018,3,Santiago Del Estero,"36,25","-27,7834","-64,2642"
2018,3,Tierra Del Fuego,"92,77","-54,8019","-68,3029"
2018,3,Tucumán,"41,68","-26,8241","-65,2226"
2018,2,Buenos Aires,"62,78","-36,6769","-60,5588"
2018,2,Capital Federal,"106,53","-34,6037","-58,3816"
2018,2,Catamarca,"32,86","-28,4696","-65,7795"
2018,2,Chaco,"31,25","-27,4515","-58,9864"
2018,2,Chubut,"54,90","-43,3002","-65,1023"
2018,2,Córdoba,"63,27","-31,4201","-64,1888"
2018,2,Corrientes,"33,81","-27,4806","-58,8341"
2018,2,Entre Ríos,"49,20","-32,0718","-60,5238"
2018,2,Formosa,"29,43","-26,1728","-58,1825"
2018,2,Jujuy,"23,43","-24,1945","-65,2971"
2018,2,La Pampa,"71,04","-37,7429","-64,2856"
2018,2,La Rioja,"50,98","-29,4135","-66,8565"
2018,2,Mendoza,"36,97","-34,5890","-68,3480"
2018,2,Misiones,"31,63","-27,3644","-55,9000"
2018,2,Neuquén,"60,24","-38,9516","-68,0591"
2018,2,Río Negro,"50,15","-40,8135","-67,9665"
2018,2,Salta,"39,94","-24,7821","-65,4232"
2018,2,San Juan,"32,95","-31,5275","-68,5386"
2018,2,San Luis,"15,15","-33,3018","-66,3378"
2018,2,Santa Cruz,"33,33","-48,7834","-69,9335"
2018,2,Santa Fe,"62,57","-31,6333","-60,7000"
2018,2,Santiago Del Estero,"35,26","-27,7834","-64,2642"
2018,2,Tierra Del Fuego,"91,61","-54,8019","-68,3029"
2018,2,Tucumán,"41,51","-26,8241","-65,2226"
2018,1,Buenos Aires,"62,63","-36,6769","-60,5588"
2018,1,Capital Federal,"106,24","-34,6037","-58,3816"
2018,1,Catamarca,"32,79","-28,4696","-65,7795"
2018,1,Chaco,"30,83","-27,4515","-58,9864"
2018,1,Chubut,"53,72","-43,3002","-65,1023"
2018,1,Córdoba,"63,52","-31,4201","-64,1888"
2018,1,Corrientes,"32,66","-27,4806","-58,8341"
2018,1,Entre Ríos,"48,68","-32,0718","-60,5238"
2018,1,Formosa,"21,40","-26,1728","-58,1825"
2018,1,Jujuy,"23,12","-24,1945","-65,2971"
2018,1,La Pampa,"71,75","-37,7429","-64,2856"
2018,1,La Rioja,"51,44","-29,4135","-66,8565"
2018,1,Mendoza,"37,07","-34,5890","-68,3480"
2018,1,Misiones,"30,96","-27,3644","-55,9000"
2018,1,Neuquén,"61,52","-38,9516","-68,0591"
2018,1,Río Negro,"49,82","-40,8135","-67,9665"
2018,1,Salta,"39,78","-24,7821","-65,4232"
2018,1,San Juan,"32,61","-31,5275","-68,5386"
2018,1,San Luis,"15,15","-33,3018","-66,3378"
2018,1,Santa Cruz,"33,55","-48,7834","-69,9335"
2018,1,Santa Fe,"62,28","-31,6333","-60,7000"
2018,1,Santiago Del Estero,"34,99","-27,7834","-64,2642"
2018,1,Tierra Del Fuego,"65,20","-54,8019","-68,3029"
2018,1,Tucumán,"41,18","-26,8241","-65,2226"
2017,4,Buenos Aires,"57,61","-36,6769","-60,5588"
2017,4,Capital Federal,"122,90","-34,6037","-58,3816"
2017,4,Catamarca,"28,62","-28,4696","-65,7795"
2017,4,Chaco,"30,81","-27,4515","-58,9864"
2017,4,Chubut,"51,46","-43,3002","-65,1023"
2017,4,Córdoba,"63,33","-31,4201","-64,1888"
2017,4,Corrientes,"32,52","-27,4806","-58,8341"
2017,4,Entre Ríos,"47,89","-32,0718","-60,5238"
2017,4,Formosa,"21,27","-26,1728","-58,1825"
2017,4,Jujuy,"22,74","-24,1945","-65,2971"
2017,4,La Pampa,"71,05","-37,7429","-64,2856"
2017,4,La Rioja,"51,57","-29,4135","-66,8565"
2017,4,Mendoza,"33,33","-34,5890","-68,3480"
2017,4,Misiones,"31,14","-27,3644","-55,9000"
2017,4,Neuquén,"61,24","-38,9516","-68,0591"
2017,4,Río Negro,"49,38","-40,8135","-67,9665"
2017,4,Salta,"39,80","-24,7821","-65,4232"
2017,4,San Juan,"30,30","-31,5275","-68,5386"
2017,4,San Luis,"10,59","-33,3018","-66,3378"
2017,4,Santa Cruz,"28,91","-48,7834","-69,9335"
2017,4,Santa Fe,"61,71","-31,6333","-60,7000"
2017,4,Santiago Del Estero,"29,13","-27,7834","-64,2642"
2017,4,Tierra Del Fuego,"59,89","-54,8019","-68,3029"
2017,4,Tucumán,"39,90","-26,8241","-65,2226"
2017,3,Buenos Aires,"55,63","-36,6769","-60,5588"
2017,3,Capital Federal,"121,86","-34,6037","-58,3816"
2017,3,Catamarca,"32,49","-28,4696","-65,7795"
2017,3,Chaco,"29,98","-27,4515","-58,9864"
2017,3,Chubut,"46,22","-43,3002","-65,1023"
2017,3,Córdoba,"62,31","-31,4201","-64,1888"
2017,3,Corrientes,"32,17","-27,4806","-58,8341"
2017,3,Entre Ríos,"45,96","-32,0718","-60,5238"
2017,3,Formosa,"21,35","-26,1728","-58,1825"
2017,3,Jujuy,"22,65","-24,1945","-65,2971"
2017,3,La Pampa,"69,14","-37,7429","-64,2856"
2017,3,La Rioja,"51,47","-29,4135","-66,8565"
2017,3,Mendoza,"35,70","-34,5890","-68,3480"
2017,3,Misiones,"30,21","-27,3644","-55,9000"
2017,3,Neuquén,"60,83","-38,9516","-68,0591"
2017,3,Río Negro,"48,52","-40,8135","-67,9665"
2017,3,Salta,"39,84","-24,7821","-65,4232"
2017,3,San Juan,"32,37","-31,5275","-68,5386"
2017,3,San Luis,"15,48","-33,3018","-66,3378"
2017,3,Santa Cruz,"33,29","-48,7834","-69,9335"
2017,3,Santa Fe,"60,91","-31,6333","-60,7000"
2017,3,Santiago Del Estero,"35,12","-27,7834","-64,2642"
2017,3,Tierra Del Fuego,"65,74","-54,8019","-68,3029"
2017,3,Tucumán,"39,70","-26,8241","-65,2226"
2017,2,Buenos Aires,"56,27","-36,6769","-60,5588"
2017,2,Capital Federal,"124,06","-34,6037","-58,3816"
2017,2,Catamarca,"25,98","-28,4696","-65,7795"
2017,2,Chaco,"29,05","-27,4515","-58,9864"
2017,2,Chubut,"35,55","-43,3002","-65,1023"
2017,2,Córdoba,"58,97","-31,4201","-64,1888"
2017,2,Corrientes,"31,39","-27,4806","-58,8341"
2017,2,Entre Ríos,"45,39","-32,0718","-60,5238"
2017,2,Formosa,"19,97","-26,1728","-58,1825"
2017,2,Jujuy,"22,40","-24,1945","-65,2971"
2017,2,La Pampa,"63,49","-37,7429","-64,2856"
2017,2,La Rioja,"16,20","-29,4135","-66,8565"
2017,2,Mendoza,"31,76","-34,5890","-68,3480"
2017,2,Misiones,"30,09","-27,3644","-55,9000"
2017,2,Neuquén,"61,91","-38,9516","-68,0591"
2017,2,Río Negro,"46,02","-40,8135","-67,9665"
2017,2,Salta,"32,74","-24,7821","-65,4232"
2017,2,San Juan,"26,96","-31,5275","-68,5386"
2017,2,San Luis,"9,51","-33,3018","-66,3378"
2017,2,Santa Cruz,"26,25","-48,7834","-69,9335"
2017,2,Santa Fe,"52,27","-31,6333","-60,7000"
2017,2,Santiago Del Estero,"14,12","-27,7834","-64,2642"
2017,2,Tierra Del Fuego,"68,46","-54,8019","-68,3029"
2017,2,Tucumán,"38,19","-26,8241","-65,2226"
2017,1,Buenos Aires,"58,57","-36,6769","-60,5588"
2017,1,Capital Federal,"108,37","-34,6037","-58,3816"
2017,1,Catamarca,"25,66","-28,4696","-65,7795"
2017,1,Chaco,"28,62","-27,4515","-58,9864"
2017,1,Chubut,"35,66","-43,3002","-65,1023"
2017,1,Córdoba,"57,65","-31,4201","-64,1888"
2017,1,Corrientes,"30,94","-27,4806","-58,8341"
2017,1,Entre Ríos,"44,91","-32,0718","-60,5238"
2017,1,Formosa,"19,84","-26,1728","-58,1825"
2017,1,Jujuy,"22,76","-24,1945","-65,2971"
2017,1,La Pampa,"62,67","-37,7429","-64,2856"
2017,1,La Rioja,"16,20","-29,4135","-66,8565"
2017,1,Mendoza,"31,84","-34,5890","-68,3480"
2017,1,Misiones,"29,52","-27,3644","-55,9000"
2017,1,Neuquén,"61,02","-38,9516","-68,0591"
2017,1,Río Negro,"46,03","-40,8135","-67,9665"
2017,1,Salta,"32,58","-24,7821","-65,4232"
2017,1,San Juan,"27,04","-31,5275","-68,5386"
2017,1,San Luis,"9,55","-33,3018","-66,3378"
2017,1,Santa Cruz,"26,52","-48,7834","-69,9335"
2017,1,Santa Fe,"51,97","-31,6333","-60,7000"
2017,1,Santiago Del Estero,"14,70","-27,7834","-64,2642"
2017,1,Tierra Del Fuego,"68,92","-54,8019","-68,3029"
2017,1,Tucumán,"37,90","-26,8241","-65,2226"
2016,4,Buenos Aires,"61,24","-36,6769","-60,5588"
2016,4,Capital Federal,"120,63","-34,6037","-58,3816"
2016,4,Catamarca,"26,54","-28,4696","-65,7795"
2016,4,Chaco,"28,79","-27,4515","-58,9864"
2016,4,Chubut,"36,07","-43,3002","-65,1023"
2016,4,Córdoba,"57,70","-31,4201","-64,1888"
2016,4,Corrientes,"30,98","-27,4806","-58,8341"
2016,4,Entre Ríos,"45,21","-32,0718","-60,5238"
2016,4,Formosa,"19,85","-26,1728","-58,1825"
2016,4,Jujuy,"22,65","-24,1945","-65,2971"
2016,4,La Pampa,"63,02","-37,7429","-64,2856"
2016,4,La Rioja,"16,46","-29,4135","-66,8565"
2016,4,Mendoza,"32,11","-34,5890","-68,3480"
2016,4,Misiones,"29,72","-27,3644","-55,9000"
2016,4,Neuquén,"60,87","-38,9516","-68,0591"
2016,4,Río Negro,"46,39","-40,8135","-67,9665"
2016,4,Salta,"32,69","-24,7821","-65,4232"
2016,4,San Juan,"27,29","-31,5275","-68,5386"
2016,4,San Luis,"9,64","-33,3018","-66,3378"
2016,4,Santa Cruz,"27,05","-48,7834","-69,9335"
2016,4,Santa Fe,"52,19","-31,6333","-60,7000"
2016,4,Santiago Del Estero,"15,07","-27,7834","-64,2642"
2016,4,Tierra Del Fuego,"70,31","-54,8019","-68,3029"
2016,4,Tucumán,"37,98","-26,8241","-65,2226"
2016,3,Buenos Aires,"60,14","-36,6769","-60,5588"
2016,3,Capital Federal,"120,77","-34,6037","-58,3816"
2016,3,Catamarca,"26,48","-28,4696","-65,7795"
2016,3,Chaco,"28,91","-27,4515","-58,9864"
2016,3,Chubut,"36,18","-43,3002","-65,1023"
2016,3,Córdoba,"58,24","-31,4201","-64,1888"
2016,3,Corrientes,"31,07","-27,4806","-58,8341"
2016,3,Entre Ríos,"45,44","-32,0718","-60,5238"
2016,3,Formosa,"18,64","-26,1728","-58,1825"
2016,3,Jujuy,"22,61","-24,1945","-65,2971"
2016,3,La Pampa,"61,73","-37,7429","-64,2856"
2016,3,La Rioja,"17,07","-29,4135","-66,8565"
2016,3,Mendoza,"32,09","-34,5890","-68,3480"
2016,3,Misiones,"29,91","-27,3644","-55,9000"
2016,3,Neuquén,"60,21","-38,9516","-68,0591"
2016,3,Río Negro,"46,39","-40,8135","-67,9665"
2016,3,Salta,"32,96","-24,7821","-65,4232"
2016,3,San Juan,"27,32","-31,5275","-68,5386"
2016,3,San Luis,"9,63","-33,3018","-66,3378"
2016,3,Santa Cruz,"26,84","-48,7834","-69,9335"
2016,3,Santa Fe,"52,67","-31,6333","-60,7000"
2016,3,Santiago Del Estero,"15,33","-27,7834","-64,2642"
2016,3,Tierra Del Fuego,"68,94","-54,8019","-68,3029"
2016,3,Tucumán,"37,90","-26,8241","-65,2226"
2016,2,Buenos Aires,"59,34","-36,6769","-60,5588"
2016,2,Capital Federal,"120,04","-34,6037","-58,3816"
2016,2,Catamarca,"26,07","-28,4696","-65,7795"
2016,2,Chaco,"28,59","-27,4515","-58,9864"
2016,2,Chubut,"36,12","-43,3002","-65,1023"
2016,2,Córdoba,"57,55","-31,4201","-64,1888"
2016,2,Corrientes,"30,58","-27,4806","-58,8341"
2016,2,Entre Ríos,"44,74","-32,0718","-60,5238"
2016,2,Formosa,"19,37","-26,1728","-58,1825"
2016,2,Jujuy,"21,89","-24,1945","-65,2971"
2016,2,La Pampa,"60,44","-37,7429","-64,2856"
2016,2,La Rioja,"16,88","-29,4135","-66,8565"
2016,2,Mendoza,"32,13","-34,5890","-68,3480"
2016,2,Misiones,"29,24","-27,3644","-55,9000"
2016,2,Neuquén,"59,10","-38,9516","-68,0591"
2016,2,Río Negro,"46,24","-40,8135","-67,9665"
2016,2,Salta,"32,08","-24,7821","-65,4232"
2016,2,San Juan,"27,34","-31,5275","-68,5386"
2016,2,San Luis,"9,60","-33,3018","-66,3378"
2016,2,Santa Cruz,"26,73","-48,7834","-69,9335"
2016,2,Santa Fe,"52,44","-31,6333","-60,7000"
2016,2,Santiago Del Estero,"15,89","-27,7834","-64,2642"
2016,2,Tierra Del Fuego,"67,72","-54,8019","-68,3029"
2016,2,Tucumán,"37,24","-26,8241","-65,2226"
2016,1,Buenos Aires,"57,34","-36,6769","-60,5588"
2016,1,Capital Federal,"115,16","-34,6037","-58,3816"
2016,1,Catamarca,"25,91","-28,4696","-65,7795"
2016,1,Chaco,"28,08","-27,4515","-58,9864"
2016,1,Chubut,"36,09","-43,3002","-65,1023"
2016,1,Córdoba,"55,28","-31,4201","-64,1888"
2016,1,Corrientes,"30,08","-27,4806","-58,8341"
2016,1,Entre Ríos,"43,85","-32,0718","-60,5238"
2016,1,Formosa,"19,04","-26,1728","-58,1825"
2016,1,Jujuy,"21,41","-24,1945","-65,2971"
2016,1,La Pampa,"57,84","-37,7429","-64,2856"
2016,1,La Rioja,"16,83","-29,4135","-66,8565"
2016,1,Mendoza,"32,12","-34,5890","-68,3480"
2016,1,Misiones,"28,37","-27,3644","-55,9000"
2016,1,Neuquén,"55,75","-38,9516","-68,0591"
2016,1,Río Negro,"45,84","-40,8135","-67,9665"
2016,1,Salta,"31,32","-24,7821","-65,4232"
2016,1,San Juan,"27,33","-31,5275","-68,5386"
2016,1,San Luis,"9,59","-33,3018","-66,3378"
2016,1,Santa Cruz,"26,87","-48,7834","-69,9335"
2016,1,Santa Fe,"51,28","-31,6333","-60,7000"
2016,1,Santiago Del Estero,"16,21","-27,7834","-64,2642"
2016,1,Tierra Del Fuego,"65,83","-54,8019","-68,3029"
2016,1,Tucumán,"36,72","-26,8241","-65,2226"
2015,4,Buenos Aires,"58,29","-36,6769","-60,5588"
2015,4,Capital Federal,"118,13","-34,6037","-58,3816"
2015,4,Catamarca,"26,24","-28,4696","-65,7795"
2015,4,Chaco,"28,35","-27,4515","-58,9864"
2015,4,Chubut,"36,89","-43,3002","-65,1023"
2015,4,Córdoba,"57,36","-31,4201","-64,1888"
2015,4,Corrientes,"30,34","-27,4806","-58,8341"
2015,4,Entre Ríos,"44,11","-32,0718","-60,5238"
2015,4,Formosa,"19,07","-26,1728","-58,1825"
2015,4,Jujuy,"21,47","-24,1945","-65,2971"
2015,4,La Pampa,"58,76","-37,7429","-64,2856"
2015,4,La Rioja,"17,32","-29,4135","-66,8565"
2015,4,Mendoza,"32,49","-34,5890","-68,3480"
2015,4,Misiones,"28,69","-27,3644","-55,9000"
2015,4,Neuquén,"58,29","-38,9516","-68,0591"
2015,4,Río Negro,"46,44","-40,8135","-67,9665"
2015,4,Salta,"31,59","-24,7821","-65,4232"
2015,4,San Juan,"27,66","-31,5275","-68,5386"
2015,4,San Luis,"9,71","-33,3018","-66,3378"
2015,4,Santa Cruz,"27,74","-48,7834","-69,9335"
2015,4,Santa Fe,"52,61","-31,6333","-60,7000"
2015,4,Santiago Del Estero,"17,00","-27,7834","-64,2642"
2015,4,Tierra Del Fuego,"66,46","-54,8019","-68,3029"
2015,4,Tucumán,"37,06","-26,8241","-65,2226"
2015,3,Buenos Aires,"57,69","-36,6769","-60,5588"
2015,3,Capital Federal,"118,29","-34,6037","-58,3816"
2015,3,Catamarca,"25,86","-28,4696","-65,7795"
2015,3,Chaco,"27,96","-27,4515","-58,9864"
2015,3,Chubut,"36,81","-43,3002","-65,1023"
2015,3,Córdoba,"57,08","-31,4201","-64,1888"
2015,3,Corrientes,"30,17","-27,4806","-58,8341"
2015,3,Entre Ríos,"43,68","-32,0718","-60,5238"
2015,3,Formosa,"18,84","-26,1728","-58,1825"
2015,3,Jujuy,"21,27","-24,1945","-65,2971"
2015,3,La Pampa,"57,96","-37,7429","-64,2856"
2015,3,La Rioja,"17,15","-29,4135","-66,8565"
2015,3,Mendoza,"32,49","-34,5890","-68,3480"
2015,3,Misiones,"28,31","-27,3644","-55,9000"
2015,3,Neuquén,"54,60","-38,9516","-68,0591"
2015,3,Río Negro,"46,39","-40,8135","-67,9665"
2015,3,Salta,"31,18","-24,7821","-65,4232"
2015,3,San Juan,"27,67","-31,5275","-68,5386"
2015,3,San Luis,"9,71","-33,3018","-66,3378"
2015,3,Santa Cruz,"27,61","-48,7834","-69,9335"
2015,3,Santa Fe,"52,15","-31,6333","-60,7000"
2015,3,Santiago Del Estero,"17,12","-27,7834","-64,2642"
2015,3,Tierra Del Fuego,"74,86","-54,8019","-68,3029"
2015,3,Tucumán,"36,61","-26,8241","-65,2226"
2015,2,Buenos Aires,"56,80","-36,6769","-60,5588"
2015,2,Capital Federal,"116,07","-34,6037","-58,3816"
2015,2,Catamarca,"25,45","-28,4696","-65,7795"
2015,2,Chaco,"27,46","-27,4515","-58,9864"
2015,2,Chubut,"36,58","-43,3002","-65,1023"
2015,2,Córdoba,"55,87","-31,4201","-64,1888"
2015,2,Corrientes,"29,58","-27,4806","-58,8341"
2015,2,Entre Ríos,"42,93","-32,0718","-60,5238"
2015,2,Formosa,"18,36","-26,1728","-58,1825"
2015,2,Jujuy,"20,29","-24,1945","-65,2971"
2015,2,La Pampa,"56,71","-37,7429","-64,2856"
2015,2,La Rioja,"16,88","-29,4135","-66,8565"
2015,2,Mendoza,"32,49","-34,5890","-68,3480"
2015,2,Misiones,"27,35","-27,3644","-55,9000"
2015,2,Neuquén,"53,12","-38,9516","-68,0591"
2015,2,Río Negro,"45,98","-40,8135","-67,9665"
2015,2,Salta,"30,46","-24,7821","-65,4232"
2015,2,San Juan,"27,64","-31,5275","-68,5386"
2015,2,San Luis,"9,71","-33,3018","-66,3378"
2015,2,Santa Cruz,"27,07","-48,7834","-69,9335"
2015,2,Santa Fe,"51,18","-31,6333","-60,7000"
2015,2,Santiago Del Estero,"17,11","-27,7834","-64,2642"
2015,2,Tierra Del Fuego,"74,51","-54,8019","-68,3029"
2015,2,Tucumán,"35,69","-26,8241","-65,2226"
2015,1,Buenos Aires,"56,37","-36,6769","-60,5588"
2015,1,Capital Federal,"114,90","-34,6037","-58,3816"
2015,1,Catamarca,"25,11","-28,4696","-65,7795"
2015,1,Chaco,"26,65","-27,4515","-58,9864"
2015,1,Chubut,"37,61","-43,3002","-65,1023"
2015,1,Córdoba,"54,70","-31,4201","-64,1888"
2015,1,Corrientes,"28,95","-27,4806","-58,8341"
2015,1,Entre Ríos,"42,07","-32,0718","-60,5238"
2015,1,Formosa,"18,12","-26,1728","-58,1825"
2015,1,Jujuy,"19,69","-24,1945","-65,2971"
2015,1,La Pampa,"55,51","-37,7429","-64,2856"
2015,1,La Rioja,"16,70","-29,4135","-66,8565"
2015,1,Mendoza,"32,37","-34,5890","-68,3480"
2015,1,Misiones,"26,31","-27,3644","-55,9000"
2015,1,Neuquén,"51,95","-38,9516","-68,0591"
2015,1,Río Negro,"45,33","-40,8135","-67,9665"
2015,1,Salta,"30,01","-24,7821","-65,4232"
2015,1,San Juan,"27,55","-31,5275","-68,5386"
2015,1,San Luis,"9,72","-33,3018","-66,3378"
2015,1,Santa Cruz,"27,99","-48,7834","-69,9335"
2015,1,Santa Fe,"50,24","-31,6333","-60,7000"
2015,1,Santiago Del Estero,"17,06","-27,7834","-64,2642"
2015,1,Tierra Del Fuego,"74,23","-54,8019","-68,3029"
2015,1,Tucumán,"35,08","-26,8241","-65,2226"
2014,4,Buenos Aires,"56,09","-36,6769","-60,5588"
2014,4,Capital Federal,"114,90","-34,6037","-58,3816"
2014,4,Catamarca,"25,51","-28,4696","-65,7795"
2014,4,Chaco,"21,87","-27,4515","-58,9864"
2014,4,Chubut,"40,25","-43,3002","-65,1023"
2014,4,Córdoba,"54,70","-31,4201","-64,1888"
2014,4,Corrientes,"23,56","-27,4806","-58,8341"
2014,4,Entre Ríos,"36,03","-32,0718","-60,5238"
2014,4,Formosa,"17,96","-26,1728","-58,1825"
2014,4,Jujuy,"19,60","-24,1945","-65,2971"
2014,4,La Pampa,"51,27","-37,7429","-64,2856"
2014,4,La Rioja,"17,01","-29,4135","-66,8565"
2014,4,Mendoza,"32,64","-34,5890","-68,3480"
2014,4,Misiones,"24,16","-27,3644","-55,9000"
2014,4,Neuquén,"52,55","-38,9516","-68,0591"
2014,4,Río Negro,"45,48","-40,8135","-67,9665"
2014,4,Salta,"29,53","-24,7821","-65,4232"
2014,4,San Juan,"28,04","-31,5275","-68,5386"
2014,4,San Luis,"9,79","-33,3018","-66,3378"
2014,4,Santa Cruz,"27,80","-48,7834","-69,9335"
2014,4,Santa Fe,"50,00","-31,6333","-60,7000"
2014,4,Santiago Del Estero,"17,27","-27,7834","-64,2642"
2014,4,Tierra Del Fuego,"66,14","-54,8019","-68,3029"
2014,4,Tucumán,"35,32","-26,8241","-65,2226"
2014,3,Buenos Aires,"56,75","-36,6769","-60,5588"
2014,3,Capital Federal,"113,80","-34,6037","-58,3816"
2014,3,Catamarca,"24,71","-28,4696","-65,7795"
2014,3,Chaco,"21,11","-27,4515","-58,9864"
2014,3,Chubut,"40,60","-43,3002","-65,1023"
2014,3,Córdoba,"54,23","-31,4201","-64,1888"
2014,3,Corrientes,"22,79","-27,4806","-58,8341"
2014,3,Entre Ríos,"34,98","-32,0718","-60,5238"
2014,3,Formosa,"17,77","-26,1728","-58,1825"
2014,3,Jujuy,"18,37","-24,1945","-65,2971"
