Año,Trimestre,Provincia,Mbps,Latitud,Longitud,Meta Mbps
2023,3,Jujuy,"44,55","-24,1945","-65,2971","44,43"
2023,4,Jujuy,"46,20","-24,1945","-65,2971","45,44"
2024,1,Jujuy,"47,52","-24,1945","-65,2971","47,12"
2024,2,Jujuy,"49,87","-24,1945","-65,2971","48,47"
2014,1,La Pampa,"2,65","-37,7429","-64,2856","0,00"
2014,2,La Pampa,"2,68","-37,7429","-64,2856","2,70"
2014,3,La Pampa,"2,82","-37,7429","-64,2856","2,74"
2014,4,La Pampa,"2,75","-37,7429","-64,2856","2,87"
2015,1,La Pampa,"2,83","-37,7429","-64,2856","2,81"
2015,2,La Pampa,"2,86","-37,7429","-64,2856","2,89"
2015,3,La Pampa,"2,91","-37,7429","-64,2856","2,92"
2015,4,La Pampa,"2,94","-37,7429","-64,2856","2,97"
2016,1,La Pampa,"3,05","-37,7429","-64,2856","3,00"
2016,2,La Pampa,"3,15","-37,7429","-64,2856","3,11"
2016,3,La Pampa,"3,14","-37,7429","-64,2856","3,21"
2016,4,La Pampa,"3,19","-37,7429","-64,2856","3,21"
2017,1,La Pampa,"3,22","-37,7429","-64,2856","3,25"
2017,2,La Pampa,"3,32","-37,7429","-64,2856","3,29"
2017,3,La Pampa,"3,44","-37,7429","-64,2856","3,38"
2017,4,La Pampa,"3,98","-37,7429","-64,2856","3,51"
2018,1,La Pampa,"4,00","-37,7429","-64,2856","4,06"
2018,2,La Pampa,"4,10","-37,7429","-64,2856","4,08"
2018,3,La Pampa,"4,28","-37,7429","-64,2856","4,18"
2018,4,La Pampa,"4,32","-37,7429","-64,2856","4,37"
2019,1,La Pampa,"5,06","-37,7429","-64,2856","4,41"
2019,2,La Pampa,"5,49","-37,7429","-64,2856","5,16"
2019,3,La Pampa,"5,72","-37,7429","-64,2856","5,60"
2019,4,La Pampa,"6,53","-37,7429","-64,2856","5,83"
2020,1,La Pampa,"7,29","-37,7429","-64,2856","6,66"
2020,2,La Pampa,"8,03","-37,7429","-64,2856","7,44"
2020,3,La Pampa,"10,70","-37,7429","-64,2856","8,19"
2020,4,La Pampa,"9,88","-37,7429","-64,2856","10,91"
2021,1,La Pampa,"10,73","-37,7429","-64,2856","10,07"
2021,2,La Pampa,"12,28","-37,7429","-64,2856","10,94"
2021,3,La Pampa,"12,99","-37,7429","-64,2856","12,52"
2021,4,La Pampa,"13,85","-37,7429","-64,2856","13,25"
2022,1,La Pampa,"14,84","-37,7429","-64,2856","14,13"
2022,2,La Pampa,"16,07","-37,7429","-64,2856","15,14"
2022,3,La Pampa,"18,10","-37,7429","-64,2856","16,39"
2022,4,La Pampa,"19,10","-37,7429","-64,2856","18,46"
2023,1,La Pampa,"20,09","-37,7429","-64,2856","19,48"
2023,2,La Pampa,"22,78","-37,7429","-64,2856","20,49"
2023,3,La Pampa,"24,21","-37,7429","-64,2856","23,24"
2023,4,La Pampa,"25,61","-37,7429","-64,2856","24,69"
2024,1,La Pampa,"26,55","-37,7429","-64,2856","26,12"
2024,2,La Pampa,"28,73","-37,7429","-64,2856","27,08"
2014,1,La Rioja,"2,96","-29,4135","-66,8565","0,00"
2014,2,La Rioja,"3,10","-29,4135","-66,8565","3,02"
2014,3,La Rioja,"3,10","-29,4135","-66,8565","3,16"
2014,4,La Rioja,"3,58","-29,4135","-66,8565","3,16"
2015,1,La Rioja,"3,78","-29,4135","-66,8565","3,65"
2015,2,La Rioja,"4,00","-29,4135","-66,8565","3,86"
2015,3,La Rioja,"4,25","-29,4135","-66,8565","4,08"
2015,4,La Rioja,"4,52","-29,4135","-66,8565","4,33"
2016,1,La Rioja,"4,62","-29,4135","-66,8565","4,61"
2016,2,La Rioja,"4,77","-29,4135","-66,8565","4,71"
2016,3,La Rioja,"5,08","-29,4135","-66,8565","4,87"
2016,4,La Rioja,"5,34","-29,4135","-66,8565","5,18"
2017,1,La Rioja,"5,43","-29,4135","-66,8565","5,45"
2017,2,La Rioja,"5,53","-29,4135","-66,8565","5,54"
2017,3,La Rioja,"5,01","-29,4135","-66,8565","5,64"
2017,4,La Rioja,"5,88","-29,4135","-66,8565","5,11"
2018,1,La Rioja,"5,89","-29,4135","-66,8565","6,00"
2018,2,La Rioja,"5,59","-29,4135","-66,8565","6,01"
2018,3,La Rioja,"6,16","-29,4135","-66,8565","5,70"
2018,4,La Rioja,"7,09","-29,4135","-66,8565","6,28"
2019,1,La Rioja,"7,09","-29,4135","-66,8565","7,24"
2019,2,La Rioja,"7,89","-29,4135","-66,8565","7,23"
2019,3,La Rioja,"8,00","-29,4135","-66,8565","8,05"
2019,4,La Rioja,"8,00","-29,4135","-66,8565","8,16"
2020,1,La Rioja,"7,96","-29,4135","-66,8565","8,16"
2020,2,La Rioja,"11,67","-29,4135","-66,8565","8,12"
2020,3,La Rioja,"12,19","-29,4135","-66,8565","11,90"
2020,4,La Rioja,"12,53","-29,4135","-66,8565","12,44"
2021,1,La Rioja,"12,70","-29,4135","-66,8565","12,79"
2021,2,La Rioja,"38,53","-29,4135","-66,8565","12,95"
2021,3,La Rioja,"38,87","-29,4135","-66,8565","39,31"
2021,4,La Rioja,"39,70","-29,4135","-66,8565","39,65"
2022,1,La Rioja,"41,37","-29,4135","-66,8565","40,49"
2022,2,La Rioja,"43,28","-29,4135","-66,8565","42,20"
2022,3,La Rioja,"44,30","-29,4135","-66,8565","44,15"
2022,4,La Rioja,"61,00","-29,4135","-66,8565","45,19"
2023,1,La Rioja,"63,13","-29,4135","-66,8565","62,22"
2023,2,La Rioja,"63,55","-29,4135","-66,8565","64,39"
2023,3,La Rioja,"63,84","-29,4135","-66,8565","64,82"
2023,4,La Rioja,"64,18","-29,4135","-66,8565","65,12"
2024,1,La Rioja,"63,71","-29,4135","-66,8565","65,46"
2024,2,La Rioja,"64,24","-29,4135","-66,8565","64,98"
2014,1,Mendoza,"3,50","-34,5890","-68,3480","0,00"
2014,2,Mendoza,"3,50","-34,5890","-68,3480","3,57"
2014,3,Mendoza,"3,50","-34,5890","-68,3480","3,57"
2014,4,Mendoza,"3,50","-34,5890","-68,3480","3,57"
2015,1,Mendoza,"3,50","-34,5890","-68,3480","3,57"
2015,2,Mendoza,"3,50","-34,5890","-68,3480","3,57"
2015,3,Mendoza,"3,50","-34,5890","-68,3480","3,57"
2015,4,Mendoza,"3,50","-34,5890","-68,3480","3,57"
2016,1,Mendoza,"3,50","-34,5890","-68,3480","3,57"
2016,2,Mendoza,"3,50","-34,5890","-68,3480","3,57"
2016,3,Mendoza,"3,51","-34,5890","-68,3480","3,57"
2016,4,Mendoza,"3,51","-34,5890","-68,3480","3,58"
2017,1,Mendoza,"3,51","-34,5890","-68,3480","3,58"
2017,2,Mendoza,"3,51","-34,5890","-68,3480","3,58"
2017,3,Mendoza,"3,51","-34,5890","-68,3480","3,58"
2017,4,Mendoza,"5,71","-34,5890","-68,3480","3,58"
2018,1,Mendoza,"5,88","-34,5890","-68,3480","5,82"
2018,2,Mendoza,"5,88","-34,5890","-68,3480","6,00"
2018,3,Mendoza,"5,79","-34,5890","-68,3480","6,00"
2018,4,Mendoza,"5,75","-34,5890","-68,3480","5,90"
2019,1,Mendoza,"5,74","-34,5890","-68,3480","5,86"
2019,2,Mendoza,"6,03","-34,5890","-68,3480","5,86"
2019,3,Mendoza,"6,11","-34,5890","-68,3480","6,15"
2019,4,Mendoza,"7,79","-34,5890","-68,3480","6,23"
2020,1,Mendoza,"8,44","-34,5890","-68,3480","7,94"
2020,2,Mendoza,"9,27","-34,5890","-68,3480","8,61"
2020,3,Mendoza,"10,19","-34,5890","-68,3480","9,46"
2020,4,Mendoza,"11,09","-34,5890","-68,3480","10,39"
2021,1,Mendoza,"12,60","-34,5890","-68,3480","11,32"
2021,2,Mendoza,"13,47","-34,5890","-68,3480","12,85"
2021,3,Mendoza,"13,37","-34,5890","-68,3480","13,74"
2021,4,Mendoza,"22,23","-34,5890","-68,3480","13,63"
2022,1,Mendoza,"26,20","-34,5890","-68,3480","22,68"
2022,2,Mendoza,"29,72","-34,5890","-68,3480","26,72"
2022,3,Mendoza,"34,16","-34,5890","-68,3480","30,31"
2022,4,Mendoza,"38,76","-34,5890","-68,3480","34,84"
2023,1,Mendoza,"41,45","-34,5890","-68,3480","39,54"
2023,2,Mendoza,"42,69","-34,5890","-68,3480","42,28"
2023,3,Mendoza,"46,96","-34,5890","-68,3480","43,54"
2023,4,Mendoza,"49,46","-34,5890","-68,3480","47,90"
2024,1,Mendoza,"51,85","-34,5890","-68,3480","50,45"
2024,2,Mendoza,"55,32","-34,5890","-68,3480","52,89"
2014,1,Misiones,"3,40","-27,3644","-55,9000","0,00"
2014,2,Misiones,"3,54","-27,3644","-55,9000","3,47"
2014,3,Misiones,"3,58","-27,3644","-55,9000","3,61"
2014,4,Misiones,"4,03","-27,3644","-55,9000","3,65"
2015,1,Misiones,"4,97","-27,3644","-55,9000","4,11"
2015,2,Misiones,"5,33","-27,3644","-55,9000","5,07"
2015,3,Misiones,"5,63","-27,3644","-55,9000","5,43"
2015,4,Misiones,"5,90","-27,3644","-55,9000","5,75"
2016,1,Misiones,"6,00","-27,3644","-55,9000","6,02"
2016,2,Misiones,"6,23","-27,3644","-55,9000","6,12"
2016,3,Misiones,"6,74","-27,3644","-55,9000","6,36"
2016,4,Misiones,"7,11","-27,3644","-55,9000","6,88"
2017,1,Misiones,"7,34","-27,3644","-55,9000","7,25"
2017,2,Misiones,"7,60","-27,3644","-55,9000","7,49"
2017,3,Misiones,"8,43","-27,3644","-55,9000","7,76"
2017,4,Misiones,"11,32","-27,3644","-55,9000","8,60"
2018,1,Misiones,"12,08","-27,3644","-55,9000","11,55"
2018,2,Misiones,"11,76","-27,3644","-55,9000","12,32"
2018,3,Misiones,"12,49","-27,3644","-55,9000","11,99"
2018,4,Misiones,"12,50","-27,3644","-55,9000","12,74"
2019,1,Misiones,"12,51","-27,3644","-55,9000","12,75"
2019,2,Misiones,"14,50","-27,3644","-55,9000","12,76"
2019,3,Misiones,"17,93","-27,3644","-55,9000","14,79"
2019,4,Misiones,"20,32","-27,3644","-55,9000","18,29"
2020,1,Misiones,"22,15","-27,3644","-55,9000","20,73"
2020,2,Misiones,"22,56","-27,3644","-55,9000","22,59"
2020,3,Misiones,"24,14","-27,3644","-55,9000","23,01"
2020,4,Misiones,"24,96","-27,3644","-55,9000","24,62"
2021,1,Misiones,"25,08","-27,3644","-55,9000","25,46"
2021,2,Misiones,"28,68","-27,3644","-55,9000","25,58"
2021,3,Misiones,"30,88","-27,3644","-55,9000","29,26"
2021,4,Misiones,"38,90","-27,3644","-55,9000","31,50"
2022,1,Misiones,"41,87","-27,3644","-55,9000","39,68"
2022,2,Misiones,"46,23","-27,3644","-55,9000","42,71"
2022,3,Misiones,"49,30","-27,3644","-55,9000","47,15"
2022,4,Misiones,"91,24","-27,3644","-55,9000","50,29"
2023,1,Misiones,"89,81","-27,3644","-55,9000","93,06"
2023,2,Misiones,"90,55","-27,3644","-55,9000","91,61"
2023,3,Misiones,"91,49","-27,3644","-55,9000","92,36"
2023,4,Misiones,"93,65","-27,3644","-55,9000","93,32"
2024,1,Misiones,"94,98","-27,3644","-55,9000","95,52"
2024,2,Misiones,"96,15","-27,3644","-55,9000","96,88"
2014,1,Neuquén,"3,55","-38,9516","-68,0591","0,00"
2014,2,Neuquén,"3,66","-38,9516","-68,0591","3,62"
2014,3,Neuquén,"3,74","-38,9516","-68,0591","3,74"
2014,4,Neuquén,"3,85","-38,9516","-68,0591","3,82"
2015,1,Neuquén,"3,91","-38,9516","-68,0591","3,93"
2015,2,Neuquén,"4,06","-38,9516","-68,0591","3,99"
2015,3,Neuquén,"4,23","-38,9516","-68,0591","4,14"
2015,4,Neuquén,"4,36","-38,9516","-68,0591","4,31"
2016,1,Neuquén,"4,42","-38,9516","-68,0591","4,44"
2016,2,Neuquén,"4,87","-38,9516","-68,0591","4,51"
2016,3,Neuquén,"5,29","-38,9516","-68,0591","4,96"
2016,4,Neuquén,"5,68","-38,9516","-68,0591","5,40"
2017,1,Neuquén,"6,03","-38,9516","-68,0591","5,79"
2017,2,Neuquén,"6,70","-38,9516","-68,0591","6,16"
2017,3,Neuquén,"8,17","-38,9516","-68,0591","6,83"
2017,4,Neuquén,"10,72","-38,9516","-68,0591","8,33"
2018,1,Neuquén,"11,96","-38,9516","-68,0591","10,93"
2018,2,Neuquén,"13,37","-38,9516","-68,0591","12,20"
2018,3,Neuquén,"14,67","-38,9516","-68,0591","13,63"
2018,4,Neuquén,"15,89","-38,9516","-68,0591","14,97"
2019,1,Neuquén,"15,88","-38,9516","-68,0591","16,21"
2019,2,Neuquén,"17,24","-38,9516","-68,0591","16,20"
2019,3,Neuquén,"23,75","-38,9516","-68,0591","17,59"
2019,4,Neuquén,"26,02","-38,9516","-68,0591","24,22"
2020,1,Neuquén,"27,77","-38,9516","-68,0591","26,54"
2020,2,Neuquén,"29,10","-38,9516","-68,0591","28,32"
2020,3,Neuquén,"31,46","-38,9516","-68,0591","29,68"
2020,4,Neuquén,"33,91","-38,9516","-68,0591","32,09"
2021,1,Neuquén,"34,24","-38,9516","-68,0591","34,59"
2021,2,Neuquén,"36,11","-38,9516","-68,0591","34,92"
2021,3,Neuquén,"38,34","-38,9516","-68,0591","36,83"
2021,4,Neuquén,"40,09","-38,9516","-68,0591","39,11"
2022,1,Neuquén,"43,05","-38,9516","-68,0591","40,89"
2022,2,Neuquén,"46,53","-38,9516","-68,0591","43,91"
2022,3,Neuquén,"47,81","-38,9516","-68,0591","47,46"
2022,4,Neuquén,"95,37","-38,9516","-68,0591","48,77"
2023,1,Neuquén,"93,42","-38,9516","-68,0591","97,28"
2023,2,Neuquén,"93,97","-38,9516","-68,0591","95,29"
2023,3,Neuquén,"96,57","-38,9516","-68,0591","95,85"
2023,4,Neuquén,"99,63","-38,9516","-68,0591","98,50"
2024,1,Neuquén,"98,16","-38,9516","-68,0591","101,62"
2024,2,Neuquén,"97,04","-38,9516","-68,0591","100,12"
2014,1,Río Negro,"3,35","-40,8135","-67,9665","0,00"
2014,2,Río Negro,"3,43","-40,8135","-67,9665","3,42"
2014,3,Río Negro,"3,48","-40,8135","-67,9665","3,50"
2014,4,Río Negro,"3,54","-40,8135","-67,9665","3,55"
2015,1,Río Negro,"3,59","-40,8135","-67,9665","3,61"
2015,2,Río Negro,"3,67","-40,8135","-67,9665","3,66"
2015,3,Río Negro,"3,74","-40,8135","-67,9665","3,74"
2015,4,Río Negro,"3,77","-40,8135","-67,9665","3,81"
2016,1,Río Negro,"3,83","-40,8135","-67,9665","3,84"
2016,2,Río Negro,"3,98","-40,8135","-67,9665","3,90"
2016,3,Río Negro,"4,16","-40,8135","-67,9665","4,06"
2016,4,Río Negro,"4,37","-40,8135","-67,9665","4,25"
2017,1,Río Negro,"4,45","-40,8135","-67,9665","4,46"
2017,2,Río Negro,"4,74","-40,8135","-67,9665","4,54"
2017,3,Río Negro,"5,49","-40,8135","-67,9665","4,84"
2017,4,Río Negro,"8,05","-40,8135","-67,9665","5,60"
2018,1,Río Negro,"8,98","-40,8135","-67,9665","8,21"
2018,2,Río Negro,"9,51","-40,8135","-67,9665","9,16"
2018,3,Río Negro,"10,06","-40,8135","-67,9665","9,70"
2018,4,Río Negro,"10,49","-40,8135","-67,9665","10,27"
2019,1,Río Negro,"10,49","-40,8135","-67,9665","10,70"
2019,2,Río Negro,"11,63","-40,8135","-67,9665","10,70"
2019,3,Río Negro,"15,98","-40,8135","-67,9665","11,86"
2019,4,Río Negro,"17,18","-40,8135","-67,9665","16,30"
2020,1,Río Negro,"19,06","-40,8135","-67,9665","17,52"
2020,2,Río Negro,"19,68","-40,8135","-67,9665","19,44"
2020,3,Río Negro,"21,08","-40,8135","-67,9665","20,07"
2020,4,Río Negro,"21,64","-40,8135","-67,9665","21,50"
2021,1,Río Negro,"21,92","-40,8135","-67,9665","22,07"
2021,2,Río Negro,"23,75","-40,8135","-67,9665","22,36"
2021,3,Río Negro,"25,40","-40,8135","-67,9665","24,22"
2021,4,Río Negro,"27,20","-40,8135","-67,9665","25,91"
2022,1,Río Negro,"31,09","-40,8135","-67,9665","27,75"
2022,2,Río Negro,"33,26","-40,8135","-67,9665","31,71"
2022,3,Río Negro,"34,13","-40,8135","-67,9665","33,93"
2022,4,Río Negro,"75,31","-40,8135","-67,9665","34,81"
2023,1,Río Negro,"74,40","-40,8135","-67,9665","76,82"
2023,2,Río Negro,"70,76","-40,8135","-67,9665","75,89"
2023,3,Río Negro,"70,93","-40,8135","-67,9665","72,18"
2023,4,Río Negro,"74,37","-40,8135","-67,9665","72,35"
2024,1,Río Negro,"75,00","-40,8135","-67,9665","75,86"
2024,2,Río Negro,"75,05","-40,8135","-67,9665","76,50"
2014,1,Salta,"3,30","-24,7821","-65,4232","0,00"
2014,2,Salta,"3,39","-24,7821","-65,4232","3,37"
2014,3,Salta,"3,41","-24,7821","-65,4232","3,46"
2014,4,Salta,"3,86","-24,7821","-65,4232","3,48"
2015,1,Salta,"4,02","-24,7821","-65,4232","3,94"
2015,2,Salta,"4,22","-24,7821","-65,4232","4,10"
2015,3,Salta,"4,42","-24,7821","-65,4232","4,30"
2015,4,Salta,"4,67","-24,7821","-65,4232","4,51"
2016,1,Salta,"4,74","-24,7821","-65,4232","4,77"
2016,2,Salta,"4,75","-24,7821","-65,4232","4,84"
2016,3,Salta,"5,05","-24,7821","-65,4232","4,84"
2016,4,Salta,"5,22","-24,7821","-65,4232","5,15"
2017,1,Salta,"5,34","-24,7821","-65,4232","5,33"
2017,2,Salta,"5,76","-24,7821","-65,4232","5,44"
2017,3,Salta,"6,13","-24,7821","-65,4232","5,87"
2017,4,Salta,"8,45","-24,7821","-65,4232","6,26"
2018,1,Salta,"9,19","-24,7821","-65,4232","8,62"
2018,2,Salta,"8,93","-24,7821","-65,4232","9,37"
2018,3,Salta,"9,27","-24,7821","-65,4232","9,11"
2018,4,Salta,"10,46","-24,7821","-65,4232","9,45"
2019,1,Salta,"10,38","-24,7821","-65,4232","10,67"
2019,2,Salta,"12,55","-24,7821","-65,4232","10,58"
2019,3,Salta,"14,75","-24,7821","-65,4232","12,80"
2019,4,Salta,"19,08","-24,7821","-65,4232","15,04"
2020,1,Salta,"21,43","-24,7821","-65,4232","19,47"
2020,2,Salta,"22,56","-24,7821","-65,4232","21,85"
2020,3,Salta,"25,26","-24,7821","-65,4232","23,01"
2020,4,Salta,"25,32","-24,7821","-65,4232","25,77"
2021,1,Salta,"27,32","-24,7821","-65,4232","25,83"
2021,2,Salta,"29,24","-24,7821","-65,4232","27,87"
2021,3,Salta,"31,21","-24,7821","-65,4232","29,82"
2021,4,Salta,"33,94","-24,7821","-65,4232","31,83"
2022,1,Salta,"36,71","-24,7821","-65,4232","34,62"
2022,2,Salta,"38,77","-24,7821","-65,4232","37,44"
2022,3,Salta,"41,33","-24,7821","-65,4232","39,55"
2022,4,Salta,"75,93","-24,7821","-65,4232","42,16"
2023,1,Salta,"76,85","-24,7821","-65,4232","77,45"
2023,2,Salta,"79,10","-24,7821","-65,4232","78,39"
2023,3,Salta,"80,80","-24,7821","-65,4232","80,68"
2023,4,Salta,"83,04","-24,7821","-65,4232","82,42"
2024,1,Salta,"84,34","-24,7821","-65,4232","84,70"
2024,2,Salta,"87,03","-24,7821","-65,4232","86,03"
2014,1,San Juan,"3,47","-31,5275","-68,5386","0,00"
2014,2,San Juan,"3,47","-31,5275","-68,5386","3,54"
2014,3,San Juan,"3,47","-31,5275","-68,5386","3,54"
2014,4,San Juan,"3,48","-31,5275","-68,5386","3,54"
2015,1,San Juan,"3,48","-31,5275","-68,5386","3,54"
2015,2,San Juan,"3,48","-31,5275","-68,5386","3,55"
2015,3,San Juan,"3,48","-31,5275","-68,5386","3,55"
2015,4,San Juan,"3,48","-31,5275","-68,5386","3,55"
2016,1,San Juan,"3,49","-31,5275","-68,5386","3,55"
2016,2,San Juan,"3,49","-31,5275","-68,5386","3,56"
2016,3,San Juan,"3,49","-31,5275","-68,5386","3,56"
2016,4,San Juan,"3,49","-31,5275","-68,5386","3,56"
2017,1,San Juan,"3,49","-31,5275","-68,5386","3,56"
2017,2,San Juan,"3,49","-31,5275","-68,5386","3,56"
2017,3,San Juan,"3,45","-31,5275","-68,5386","3,56"
2017,4,San Juan,"5,83","-31,5275","-68,5386","3,52"
2018,1,San Juan,"5,85","-31,5275","-68,5386","5,95"
2018,2,San Juan,"5,85","-31,5275","-68,5386","5,97"
2018,3,San Juan,"5,74","-31,5275","-68,5386","5,96"
2018,4,San Juan,"5,72","-31,5275","-68,5386","5,85"
2019,1,San Juan,"5,84","-31,5275","-68,5386","5,83"
2019,2,San Juan,"6,12","-31,5275","-68,5386","5,96"
2019,3,San Juan,"6,04","-31,5275","-68,5386","6,24"
2019,4,San Juan,"6,04","-31,5275","-68,5386","6,16"
2020,1,San Juan,"6,04","-31,5275","-68,5386","6,16"
2020,2,San Juan,"6,31","-31,5275","-68,5386","6,16"
2020,3,San Juan,"6,03","-31,5275","-68,5386","6,43"
2020,4,San Juan,"6,41","-31,5275","-68,5386","6,15"
2021,1,San Juan,"6,91","-31,5275","-68,5386","6,54"
2021,2,San Juan,"6,99","-31,5275","-68,5386","7,05"
2021,3,San Juan,"7,04","-31,5275","-68,5386","7,13"
2021,4,San Juan,"11,05","-31,5275","-68,5386","7,18"
2022,1,San Juan,"11,99","-31,5275","-68,5386","11,27"
2022,2,San Juan,"14,44","-31,5275","-68,5386","12,23"
2022,3,San Juan,"15,84","-31,5275","-68,5386","14,73"
2022,4,San Juan,"16,39","-31,5275","-68,5386","16,16"
2023,1,San Juan,"18,70","-31,5275","-68,5386","16,72"
2023,2,San Juan,"20,39","-31,5275","-68,5386","19,07"
2023,3,San Juan,"24,45","-31,5275","-68,5386","20,80"
2023,4,San Juan,"24,78","-31,5275","-68,5386","24,94"
2024,1,San Juan,"30,58","-31,5275","-68,5386","25,28"
2024,2,San Juan,"32,17","-31,5275","-68,5386","31,19"
2014,1,San Luis,"3,50","-33,3018","-66,3378","0,00"
2014,2,San Luis,"3,50","-33,3018","-66,3378","3,57"
2014,3,San Luis,"3,50","-33,3018","-66,3378","3,57"
2014,4,San Luis,"3,50","-33,3018","-66,3378","3,57"
2015,1,San Luis,"3,50","-33,3018","-66,3378","3,57"
2015,2,San Luis,"3,50","-33,3018","-66,3378","3,57"
2015,3,San Luis,"3,50","-33,3018","-66,3378","3,57"
2015,4,San Luis,"3,50","-33,3018","-66,3378","3,57"
2016,1,San Luis,"3,50","-33,3018","-66,3378","3,57"
2016,2,San Luis,"3,50","-33,3018","-66,3378","3,57"
2016,3,San Luis,"3,50","-33,3018","-66,3378","3,57"
2016,4,San Luis,"3,50","-33,3018","-66,3378","3,57"
2017,1,San Luis,"3,50","-33,3018","-66,3378","3,57"
2017,2,San Luis,"3,50","-33,3018","-66,3378","3,57"
2017,3,San Luis,"3,50","-33,3018","-66,3378","3,57"
2017,4,San Luis,"5,73","-33,3018","-66,3378","3,57"
2018,1,San Luis,"5,89","-33,3018","-66,3378","5,85"
2018,2,San Luis,"5,90","-33,3018","-66,3378","6,01"
2018,3,San Luis,"8,81","-33,3018","-66,3378","6,02"
2018,4,San Luis,"8,82","-33,3018","-66,3378","8,99"
2019,1,San Luis,"8,71","-33,3018","-66,3378","9,00"
2019,2,San Luis,"19,88","-33,3018","-66,3378","8,88"
2019,3,San Luis,"19,74","-33,3018","-66,3378","20,27"
2019,4,San Luis,"20,69","-33,3018","-66,3378","20,14"
2020,1,San Luis,"20,99","-33,3018","-66,3378","21,10"
2020,2,San Luis,"21,02","-33,3018","-66,3378","21,41"
2020,3,San Luis,"20,85","-33,3018","-66,3378","21,44"
2020,4,San Luis,"21,25","-33,3018","-66,3378","21,27"
2021,1,San Luis,"21,59","-33,3018","-66,3378","21,68"
2021,2,San Luis,"21,66","-33,3018","-66,3378","22,03"
2021,3,San Luis,"21,70","-33,3018","-66,3378","22,10"
2021,4,San Luis,"20,91","-33,3018","-66,3378","22,13"
2022,1,San Luis,"20,95","-33,3018","-66,3378","21,33"
2022,2,San Luis,"19,32","-33,3018","-66,3378","21,37"
2022,3,San Luis,"19,33","-33,3018","-66,3378","19,71"
2022,4,San Luis,"30,67","-33,3018","-66,3378","19,72"
2023,1,San Luis,"55,85","-33,3018","-66,3378","31,28"
2023,2,San Luis,"103,84","-33,3018","-66,3378","56,97"
2023,3,San Luis,"104,97","-33,3018","-66,3378","105,92"
2023,4,San Luis,"174,59","-33,3018","-66,3378","107,07"
2024,1,San Luis,"179,49","-33,3018","-66,3378","178,08"
2024,2,San Luis,"181,61","-33,3018","-66,3378","183,08"
2014,1,Santa Cruz,"3,32","-48,7834","-69,9335","0,00"
2014,2,Santa Cruz,"3,32","-48,7834","-69,9335","3,38"
2014,3,Santa Cruz,"3,31","-48,7834","-69,9335","3,38"
2014,4,Santa Cruz,"3,33","-48,7834","-69,9335","3,37"
2015,1,Santa Cruz,"3,47","-48,7834","-69,9335","3,40"
2015,2,Santa Cruz,"3,47","-48,7834","-69,9335","3,54"
2015,3,Santa Cruz,"3,48","-48,7834","-69,9335","3,54"
2015,4,Santa Cruz,"3,48","-48,7834","-69,9335","3,55"
2016,1,Santa Cruz,"3,48","-48,7834","-69,9335","3,55"
2016,2,Santa Cruz,"3,50","-48,7834","-69,9335","3,55"
2016,3,Santa Cruz,"3,54","-48,7834","-69,9335","3,57"
2016,4,Santa Cruz,"3,56","-48,7834","-69,9335","3,61"
2017,1,Santa Cruz,"3,59","-48,7834","-69,9335","3,64"
2017,2,Santa Cruz,"3,60","-48,7834","-69,9335","3,66"
2017,3,Santa Cruz,"3,61","-48,7834","-69,9335","3,68"
2017,4,Santa Cruz,"5,21","-48,7834","-69,9335","3,68"
2018,1,Santa Cruz,"5,19","-48,7834","-69,9335","5,31"
2018,2,Santa Cruz,"5,19","-48,7834","-69,9335","5,29"
2018,3,Santa Cruz,"5,37","-48,7834","-69,9335","5,29"
2018,4,Santa Cruz,"5,12","-48,7834","-69,9335","5,48"
2019,1,Santa Cruz,"5,78","-48,7834","-69,9335","5,22"
2019,2,Santa Cruz,"6,01","-48,7834","-69,9335","5,90"
2019,3,Santa Cruz,"5,02","-48,7834","-69,9335","6,13"
2019,4,Santa Cruz,"5,21","-48,7834","-69,9335","5,12"
2020,1,Santa Cruz,"6,42","-48,7834","-69,9335","5,31"
2020,2,Santa Cruz,"6,59","-48,7834","-69,9335","6,55"
2020,3,Santa Cruz,"6,65","-48,7834","-69,9335","6,73"
2020,4,Santa Cruz,"7,49","-48,7834","-69,9335","6,78"
2021,1,Santa Cruz,"7,50","-48,7834","-69,9335","7,64"
2021,2,Santa Cruz,"7,63","-48,7834","-69,9335","7,65"
2021,3,Santa Cruz,"7,69","-48,7834","-69,9335","7,78"
2021,4,Santa Cruz,"8,99","-48,7834","-69,9335","7,85"
2022,1,Santa Cruz,"10,89","-48,7834","-69,9335","9,17"
2022,2,Santa Cruz,"11,81","-48,7834","-69,9335","11,11"
2022,3,Santa Cruz,"12,60","-48,7834","-69,9335","12,05"
2022,4,Santa Cruz,"14,33","-48,7834","-69,9335","12,85"
2023,1,Santa Cruz,"14,98","-48,7834","-69,9335","14,62"
2023,2,Santa Cruz,"15,48","-48,7834","-69,9335","15,28"
2023,3,Santa Cruz,"15,67","-48,7834","-69,9335","15,79"
2023,4,Santa Cruz,"36,77","-48,7834","-69,9335","15,98"
2024,1,Santa Cruz,"31,60","-48,7834","-69,9335","37,51"
2024,2,Santa Cruz,"29,89","-48,7834","-69,9335","32,23"
2014,1,Santa Fe,"3,15","-31,6333","-60,7000","0,00"
2014,2,Santa Fe,"3,31","-31,6333","-60,7000","3,21"
